,0
8866,"Well, I can't say any of us were surprised. Your parents have been unhappy ever since we've known them. Especially after that incident in Hawaii."
8867,"What, what incident?"
8868,"Uhh, naa, no no no, I, I must be thinking of someone else, uh, maybe me. Don't you have some folding to do? Go fold dear. Fold. You fold. "
8869,Do you want a refill?
8870,"No, I'm alright, thanks."
8871,"OK. Ooh, OK, you gotta give me a second, I wanna get this just right.  Dude, 11 o'clock, totally hot babe checkin' you out. That was really good, I think I'm ready for my penis now."
8872,"I know what you're thinking, Dave Thomas, founder of Wendy's."
8873,I'm Gail.
8874,Chandler. 
8875,"I, I really have to be somewhere but it was nice meeting you."
8876,"What?  Oh this is excellent. You know he coulda gotten me a VCR, he coulda gotten me a set of golf clubs, but no, he has to get me the woman repeller, the eyesore from the Liberace house of crap."
8878,"Oh, yeah, easy for you to say, you don't have to walk around sporting some reject from the Mr. T collection. "
8879,"Chandler, Chandler."
8880,"I pity the fool who puts on my jewelry, I do, I do. I pity the fool that. . .  Hi. Hey man, we were just doin' some uhh, impressions over here. Do your Marcel Marceau.  That's actually good."
8881,"Would you look at that guy, I mean how long has he been talking to her. It's like, back off buddy she's a waitress not a geisha."
8882,I think she's OK.
8883,"Look at that, look at that, see how she's pushing him away and he won't budge. Alright, I'm gonna do something.  Excuse me, are you Rachel?"
8885,"I'm Ross Geller. Wha, I'm, God in your add you said you were pretty but wow."
8886,"What are you, what are you doin'?"
8887,"Oh, oh my God, is this the wrong day? I don't believe it, uh, well, hey, I guess if it works out we'll, we'll have something to tell the grandkids."
8888,"Sure will. I've uh, gotta go. Take care."
8889,"OK, see ya later, nice meeting you.  You're welcome."
8891,I was saving you.
8892,"Saving, saving, saving me from the pleasant conversation with the interesting man, saving me?"
8893,"Oh, see from where I was sitting I uh. . ."
8894,"OK, Ross, listen to me, I am not yours to save."
8895,"But, you are."
8897,"Uh, uh, well you're, umm, you're my lobster."
8898,"OK, you know what, are, are you being like, the blind date guy again?"
8899,"No no, you're uh, you're my lobster. See um, lobsters, uhh, in the t*nk when, when they're old, uhh, they get with, uhh, they walk around holding the claws. In the t*nk, ya know, with, with the holding and. . . Uhh, Phoebs you wanna help me out with the, the whole lobster thing?"
8900,Do the claws again.
8901,"Rach. OK, forget, forget the lobsters OK. We're, let's talk, what about us?"
8902,"Ross, there is no us, OK."
8903,"No, but. . ."
8904,"No, listen to me. I fell for you and I get clobbered. You then fall for me and I again, somehow, get clobbered. I'm tired of being clobbered, ya know, it's, it's just not worth it."
8905,"Well, but, but. . ."
8906,"NO but Ross. We are never gonna happen, OK. Accept that."
8907,"E-except, except that what?"
8908,"No, no, ACC-cept that."
8910,"Hey man, look it's my best bud. How ya doin?  Wow, you are really gettin' good at that Marcel Marceau thing. Hey, whaddya say uh, we play some ball, you and me, huh, whaddya say?  OK, that's my bad."
8911,"If you hated the bracelet so much, Chandler, you should have just said so."
8912,"Well, doesn't the fact that I wore the bracelet even though I hated it say something about our friendship and how much it means to me?"
8913,"Well, what about the fact that you insulted the bracelet and you made fun of me?"
8914,"OK, well that's the part where I'm a wank. But I was hoping we wouldn't focus on that.  Hey, c'mon man, I said I was sorry like a hundred times, I promise I will never take it off my. . .  wrist. But if, if you want to stay in there and be mad, you know, you just uh, you stay in there. "
8915,You know what the. . . 
8916,"I am here, on my knees, holding up these couch cushions as a symbol of my sorrow and regret, much like they did in biblical times. Though you may haveth anger now. . . "
8917,"You know, that Steffi Graf has quite a tush. I'm just saying, it's right there."
8919,"Hi, darling. Where's my grandson, you didn't bring him?"
8920,"No, he's at uh, Carol's and Susan's today."
8921,A woman in my office is a lesiban. I'm just saying.
8922,"Oh, Jack look, there's that house paint commercial that cracks you up. "
8924,"Emotional hell. So, did they lend you the money yet?"
8925,"No, but that's probably 'cause I haven't asked them yet."
8926,"C'mon Monica, do it. Hey, you guys, um, Monica has some news."
8927,"Um, yeah, so uh, uhh, listen, I'm sorry I didn't tell you this before but umm, I, I'm no longer at my job, I, I had to leave it."
8929,Because they made me.
8930,You were fired? What're you gonna do?
8931,"Judy, Judy, relax, this is our little harmonica we're talking about. We taught her well. Ten percent of your paycheck, where does it go?"
8932,In the bank.
8933,"There you go. So she dips into her savings, that's what it's there for. She's gonna be fine, and if you need a little extra, you know where to find it. "
8934,Anything larger back there?
8935,I can't believe it.
8936,Would you stop already? Get out of the bitter barn and play in the hay.
8937,"Oh, you're right I, I should play in the hay. Forget about the fact that I just dropped 400 dollars to replace a bracelet that I hated to begin with. Bring on the hay. "
8938,Hey. I've got something that's gonna make you happy. Guess what g*n found? 
8939,"Hey now you have two.  Oh, now you have two."
8940,"What am I gonna do, huh? "
8943,How come you have two?
8944,Well this one's for you.
8946,"No, I can't. No no, listen, I, I know how much this means to you and I also know that this is about more than just jewelry,  it's about you and me and the fact that we're  best buds."
8947,"Wow, is this friendship? I think so. Check it out, we're bracelet buddies."
8948,That's what they'll call us.
8949,"Here you go, you can pay me back whenever you like."
8950,You have dinosaur checks?
8951,"Yeah, yeah I mean, you get your money and you learn a little something, what's wrong with that?"
8952,"Nothin', nothin', hey you're a cheapasaurus. I'm kidding, I'm kidding, thank you, I'm very greatful."
8953,"Hey, Mon, what is this?"
8954,"Oh, um, that was my bathing suit from high school. I was uh, a little bigger then."
8955,"Oh, I thought that's what they used to cover Connecticut when it rained."
8956,"Hey Monica, what's on this video tape?"
8957,"Hey, you got me, put it in."
8961,"Over here Jack. OK. I see, Rachel's coming up the path. Oh doesn't she look pretty. Jack, get this. "
8963,What is with your nose?
8964,"They had to reduce it because of, of my deviated septum."
8965,"OK, I was wrong, that's what they used to cover Connecticut."
8966,"You know what this is, this is us getting ready for the prom."
8968,"You know what, you guys, we don't have to watch this."
8969,Oh yeah we do. C'mon.
8970,Get a sh*t of Monica. Where's Monica.
8971,Over here dad. 
8972,"Wait, how do you zoom out?  There she is."
8973,Some girl ate Monica.
8974,"Shut up, the camera adds ten pounds."
8975,"Ahh, so how many cameras are actually on you?"
8976,"Oh, you look so great."
8977,"Ahh, so do you, beautiful. "
8978,Oops.
8980,"sh**t, I think I got mayonaise on you."
8981,"Oh, that's OK, it's just the shoulder, it's not my dress."
8982,Everybody smile.
8983,"Oh, dad, turn it off."
8984,It is off.
8985,"Dad, it is not. What's with the red light?"
8986,It's the off light. Right Ross? 
8987,Lookin' good Mr. Cotter.
8988,You look pretty tonight.
8989,"Oh, thanks. So, uh, what are you gonna do this summer?"
8990,"Oh, you know, I'm just gonna, I'm gonna hang out, work on my music."
8991,"Is my hook unhooked? These things keep falling down, I can't. . ."
8992,"Uh, hold, let me see, I don't know. So what're you gonna do. . . "
8993,"Oh, the guys are here."
8994,this summer?
8995,Work on your music?
8996,"Oh my God, look there's Roy Gublik."
8997,"Ya know, Roy saw Star Wars 317 times. His name was in the paper."
8998,"Where's Chip, why isn't he here yet?"
8999,"He'll be here OK, take a chill pill. "
9000,I just told Rachel that Roy touched my boob.
9001,"I can't go to my own prom without a date, I can't, it's too late."
9002,If you're not going then I don't want to go either.
9003,"Oh, I'm gonna kick Chip's ass."
9004,I have a wonderful idea. You should take Rachel to the prom.
9005,Doubtful.
9006,"Jack, give me that. Talk to your son."
9007,"Your mother's right. Take her, you can wear my tux."
9008,"Dad, she won't want to go with me."
9009,"Of course she would, you're a college man."
9011,"Well, c'mon. Don't ya want to find out?"
9012,"I can't believe I don't get to go to my own prom, this is so harsh."
9013,OK. Hold my board.
9014,Atta boy. 
9015,"OK, you guys, ya know, I think we've seen enough, let's turn it off."
9017,"OK, fine, well I'm not gonna watch, alright."
9018,"C'mon kid, let's go."
9019,"Ahh, are you hadsome."
9020,Let's show 'em.
9021,"Uh, just a sec dad.  OK, be cool, just be cool.  OK dad."
9022,"Rachel, ready or not, here comes your knight in shining. . . oh no. "
9024,"Oh, dear. Jack, how do I turn this off?"
9025,Press the button.
9026,"Which one? Which button, Jack."
9027,"The button, the button."
9028,I can't believe you did that.
9029,"Yeah, well."
9030,"See, he's her lobster."
9031,Dance with him.
9032,"Mom, I'm hungry."
9033,Dance with your father.
9034,I may not know any of your flash dances but I'm no slouch on the dance floor.
9036,"Oh, Jack."
9037,"Oh, Judy. Oh, Judy."
9038,"Oh, ohhhhh."
9039,"Alright, no peeking. No peeking, no peeking, no peeking."
9040,"Alright, alright, but you better be wearing clothes when I open my eyes."
9041,Alright open your eyes. 
9042,Sweet mother of all that is good and pure.
9043,Huh? Days of our Lives picked up my option.
9046,Now we can finally watch Green Acres the way it was meant to be seen.
9048,"So uh, which one is mine?"
9049,"Whichever one you want, man. Whichever one you want.  Not that one."
9050,Ohh yes.
9051,"Ohh yeah, that's the stuff."
9052,Do we dare?
9053,We dare.
9054,Aaahhhh.  AAAAHHHHHH.
9055,I can't believe two cows made the ultimate sacrifice so you guys could watch TV with your feet up.
9056,Well they were chair-shaped cows. They never would have survived in the wild.
9057,"This screen is amazing, I mean d*ck Van d*ke is practically life-size."
9058,Woah!
9059,"Rose Marie really belongs on a smaller screen, doesn't she?"
9060,Hi you guys.
9062,Hey you.
9063,Hey you. 
9064,"Woah, hey, yo. "
9065,"So, uh, how was your day?"
9066,"Oh you know, pretty much the usual, uh, sun shining, birds chirping."
9067,Really? Mine too.
9068,"Hey cool, mine too."
9069,"Yeah, yeah, yeah. I got to get to the museum. So um, I'll see you tonight."
9071,Bye guys.
9073,Tonight?
9074,"Hey, yo. "
9075,What's tonight?
9076,It is our first official date. Our first date.
9077,"Uh, hello."
9079,"Tonight you're supposed to waitress for me, my catering thing, any of those words trigger anything for you?"
9080,"God, oh God Monica, I forgot. This is our first date."
9081,Yes but my mom got me this job.
9082,"OK, I can be a waitress, I can be a waitress."
9083,"Oh, thank you, thank you, thank you, thank you. See Phoebe, Phoebe."
9084,"Really Phoebs? Because, you know, you'd have to be an actual waitress. This can't be like your 'I can be a bear cub' thing."
9085,"I can be a waitress. OK watch this. Um, gimme two number ones, 86 the bacon, one Adam and Eve on a raft and rick'em, la-la-la-la-la, la-la-la-la-la."
9086,It's James Bond.
9087,Sorry we're late.
9088,"Ah, that's OK, come on in. Um, I'm sorry, is Monica Geller coming? I was told she was."
9089,"Dr. Burke, it, it's me."
9090,"Monica? My God you used to be so. . . I mean you, you, you, you must have lost like. . . You look great."
9091,Thank you. This is my friend Phoebe. She's gonna be helping me tonight.
9092,"Hi Phoebe, nice to meet you.  So, how ya been?"
9093,"I've been great, just great. How have you been? "
9094,"Oh, well obviously you know Barbara and I split up, otherwise you wouldn't have done the head tilt."
9095,The head tilt?
9096,"Yeah, since the divorce, when anybody asks me how I am, it's always with a sympathetic head tilt.  'How ya doin'? You OK?'"
9098,"No no, it, it's fine, believe me. I do it too. I always answer with the 'I'm OK' head bob.  'I'm OK.'  'You sure?'  'Yeah, I'm fine.' Hey listen, I've got to set up the music. I got a new CD changer, of course the divorce only left me with 4 CD's to change."
9099,"Oh, that's too bad."
9100,I'll survive.
9101,"Uh, two larges, extra cheese on both. But listen, don't ring the buzzer for 19, ring 20, Geller-Green, they'll let you in, OK. If you buzz our door, there's no tip for you. OK, thanks. Pizza's on the way. I told you we wouldn't have to get up."
9102,What if we have to pee?
9103,I'll cancel the sodas.
9104,"You've got to get back out there, it's your party."
9105,"But they're so dull, they're all opthamologists."
9106,You're an opthamologist.
9107,"Only because my parents wanted me to be, I wanted to be a sherrif."
9108,"That's funny, no. Cadillac, cataract, I get it, no I get it, you stay out there."
9109,See.
9110,"Alright, I'll tell you what. I'll come get you in 5 minutes with some sort of um, kabob emergency."
9111,"OK. You better. Oh God, here we go. Hey wanna see 'em go nuts? Watch this.  Who needs glasses? "
9112,You are so smitten.
9113,I am not.
9114,"Oh, you are so much the smitten kitten. You should ask him out."
9115,"Dr. Burke? I don't think so. I mean, like, he's a grown up."
9116,So. You two are totally into each other.
9117,"Phoebe, he's a friend of my parents. He's like 20 years older than me."
9118,"OK, so what, you're just never gonna see him again?"
9119,"Not never. I mean, I'm gonna see him tomorrow at my eye appointment."
9120,"Didn't you like, just get your eyes checked?"
9121,"Well yeah, but, you know, uh, 27 is a dangerous eye age."
9122,"C'mon, I'm not saying it was a bad movie, I'm just saying, you know, it was a little. . . hard to follow."
9123,I told you there was going to be sub-titles.
9124,"I know, I just didn't want to wear my glasses on my first date."
9126,It would really help when I'm kissing you if you didn't shout out my sister's name.
9127,"Honey, I'm just checking."
9130,Mon.
9133,"What, what."
9134,"I'm sorry. Oh God, I'm sorry, it's just that when you moved your hands down to my butt, it was like woah, Ross's hands are on my butt. Sorry."
9135,"And that's, that's funny why?"
9136,"Well it's not, honey I'm sorry, I guess I'm just nervous. I mean, it's you, ya know, it's us. I mean, we're crossing that line, sort of a big thing."
9137,"I, I know it's big, I just didn't know it was uh, ha-ha big."
9139,"OK, my hands were no where near your butt."
9140,"I know, I know, I know, I know. I was just thinking about when they were there the last time, I'm sorry. I'm sorry, I'm sorry. OK, OK, look, woah, I promise, I'm good, I'm not gonna laugh anymore. OK put your hands back there."
9141,"No see now, now I can't because uh, I'm feeling too self conscious."
9142,Just one cheek.
9143,"Nuh, uh, the moment's gone."
9144,"Alright, just put your hands out and I'll back up into them."
9145,That's romantic.
9146,C'mon touch it.
9148,"Oh, come on squeeze it."
9150,Rub it.
9152,"Oh, come on, would you just grab my ass."
9153,"Wow, look at that. The car is on fire, yet somehow it's expensive paint job is protected by the Miracle Wax."
9154,You got a Cheeto on your face man.
9157,What're you doin' here? Aren't you supposed to be out with Rachel?
9158,That was 14 hours ago.
9160,"Oh. Listen, have you ever been uh, you know, foolin' around with a girl and uh, she started laughin'?"
9161,"Yeah, but uh, it was 1982 and my flock of seagulls haircut was tickling her chin."
9162,She laughed at you?
9163,"Yeah. I don't know, I've been wanting this since like ninth grade typing, ya know. And I just want it to be perfect and right and. . . why isn't that laser beam cutting through the paint?"
9164,It's the Miracle Wax.
9165,It certainly is a miracle.
9169,"Hi. Listen, I was um, thinkin' about. . ."
9170,"Listen can you guys uh, speak up, it's harder for us to hear you when you lower your voice."
9171,"OK, listen, I'm sorry about last night and I really want to make it up to you."
9172,"No, you, ya know there's no need to make it u. . . how?"
9173,"Well, I was thinking maybe a um, a romantic dinner with um, candles and wine and then uh, maybe going back to my place for um, dessert."
9174,"Humm, that sounds, I don't, perfect."
9175,What's this.
9176,Could you get us a couple of beers?
9177,I'm going to look into your eyes now.
9179,"Yeah, that's my job. Alright, look up. . . look down, now open your eyes, now look down. That's right, look into the light. Now look at me. . . OK. Your eyes look good. Those are good eyes."
9180,"Good, they feel good, in my head."
9181,"So, it's great to see ya."
9184,"OK, um. Goodbye."
9185,Drops!
9187,"Drops. Here, they're free."
9188,"Thanks. So, I guess I better be going."
9189,"Oh, OK, yeah. I'll see ya later."
9190,Thanks again.
9191,We have got to get you lazy boys out of these chairs.
9192,"Hey, woah, hey, woah."
9193,You know you should go outside and be with the three-dimensional people.
9194,"No, inside good, outside bad."
9195,"You guys are so pathetic, I, oh, OH, XANADU! OH."
9196,She's one of us now.
9200,"Well we just wanted to stop by and uh, say goodnight."
9202,"Look at that, they won't even turn their heads."
9203,"Alright you guys, I'm takin' off my shirt."
9204,"Naa, she's lyin'."
9205,Stop sending food to our apartment.
9206,"Well, why're you all dressed up?"
9207,You're not the only one who has a date tonight.
9208,What? You have a date? Who with?
9210,"C'mon, what's his name?"
9212,"Come on, tell me."
9213,"Alright, but I'm very excited about this OK, so you gotta promise you won't get all big-brothery and judgmental."
9214,"Oh, I promise, what."
9215,It's Richard Burke.
9216,"Who's Richard Burke? Doc, Doctor Burke? You have a date with Doctor Burke? Why, why, why should that bother me? I, I love that man, he's like a uh, brother to dad."
9217,"Well for your information he happens to be one of the brightest, most sophisticated, sexiest men I've ever been with."
9218,Doctor Burke is sexy?
9219,"Oh God, absolutely."
9220,"It's the museum again, can I, oh."
9221,"Ya know, Dr. Burke kissed me once."
9223,"When I was um, 7, I crashed my bike right out in front of his house and to stop me from crying he kissed me right here. "
9224,Oh you are so lucky.
9226,"Woah, woah, woah australopithicus isn't supposed to be in that display. No. No. No, n, h*m*-habilus was erect, australopithicus was never fully erect."
9227,Well maybe he was nervous.
9228,"Oh look, I can't believe this. Look, h*m*-habilus hasn't even learned how to use tools yet and they've got him here wi, with clay pots. Why don't, why don't they just give him a microwave? I'm sorry, I'm sorry this is taking so long, ya know, I, I, it's just it's longer than I expected, we will have dinner."
9229,"It's OK, it's fine."
9230,KARL!
9231,"Wow, is that Michelle?"
9233,"I've not seen her since high school graduation. Oh my God, that night she got so dru. . . motional."
9234,"Ya know, she's having another baby."
9235,I thought she just had one.
9236,"No no. Henry's almost two and he's talking and everyting. Here. You know, the other day he told me he liked me better than his other grandpa. Now in all fairness his other grandpa's a drunk but still. . ."
9237,"Oh, you're a grandpa."
9238,Yeah. Are we nuts here?
9239,"I don't know, maybe. I mean I'm dating a man who's pool I once peed in."
9240,"I didn't need to know that. I guess 21 years is a lot. I mean, hell, I'm a whole person who can drink older than you."
9243,So maybe we should just. . .
9244,"Yeah, yeah, maybe."
9245,"Wow, this really sucks."
9246,"Yeah, it sure does. "
9247,"Well, we don't really have to decide anything right now, do we?"
9248,"No, no, there's no rush or anything."
9249,Pizza delivery.
9250,"Oh, I'm gonna k*ll those guys."
9251,Rach.
9253,I'm done.
9254,"Yeah well, you know what, so is uh, Sorentino's."
9255,"Wha, OK, I'm sorry, let's uh, why don't we find someplace else."
9256,"No, you know what, it's late, everything's gonna be closed. Why don't we just do it another night?"
9257,"No, no, we won't."
9258,We won't?
9260,"OK, that's dead right?"
9261,What is this? What are we doing?
9262,Shh. Do you want cran-apple or cran-grape?
9263,Grape.
9264,"OK, now, sit. OK. "
9265,"Oh, God."
9267,"Ah, so what are we looking at?"
9268,"Well uh, you see that, that little cluster of stars next to the big one? That is Ursa Major."
9270,"I've no idea, could be. Listen, I'm sorry I had to work tonight."
9271,"Oh it's OK. You were worth the wait, and I don't just mean tonight. "
9272,You're not laughing.
9273,This time it's not so funny.
9274,"Ah, oh God. Oh, honey, oh that's OK."
9275,"What. Oh no, you just rolled over the juice box."
9276,"Oh, thank God."
9278,Hi you. I can't believe I'm waking up next to you.
9279,I know it is pretty unbelievaaaaah.
9281,We're not alone. 
9282,Is that the fire alarm?
9283,"Yeah.  Oh it's not warm yet, we still have time."
9285,Man this is weird. You ever realize Captain Crunch's eyebrows are actually on his hat?
9286,"That's what's weird? Joey, the man's been captain of a cereal for the last 40 years."
9287,Waaa-aaah.
9289,The spoon. You licked and-and you put. You licked and you put.
9290,"Yeah, so."
9291,Well don't you see how gross that is? I mean that's like you using my toothbrush.  You used my toothbrush?
9292,"Well, that was only 'cause I used the red one to unclog the drain."
9293,"Mine is the red one! Oh God. Can open, worms everywhere."
9294,"Hey, why can't we use the same toothbrush, but we can use the same soap?"
9295,Because soap is soap. It's self-cleaning.
9296,"Alright, well next time you take a shower, think about the last thing I wash and the first thing you wash."
9300,"Ooh, look at you fancy lads. What's the occasion?"
9301,"Well, you know that guy that's on my show that's in a coma? He's havin' a brunch."
9302,Ahh.
9303,"OK, ready when you are."
9304,Okey-doke.
9305,I can't believe you guys are actually getting tattoos.
9306,"Excuse me, you guys are getting tattoos?"
9307,"Yes, but you can not tell Ross 'cause I want to surprise him."
9308,"Wow, this is wild. What're you gonna get?"
9309,"Um, I'm getting a lily for my Mom. 'Cause her name's Lily."
9310,"Wow, that's lucky. What if her name was Big Ugly Splotch?"
9311,So where you gettin' it?
9312,I think on my shoulder. 
9313,What? What's on your shoulder?
9314,"Um, a chip. A tattoo, I'm getting a tattoo."
9315,"A tattoo? Why, why would you want to do that?  Hi."
9316,"Hi. Well hey, you don't - you don't think they're kind of cool?"
9317,"No, sorry I don't. Tell me why would anyone pay someone to scar their body for life? What if it doesn't come out right Phoebe? Then it's like, I don't know, havin' a bad hair cut all the time. Why's everyone staring at me?"
9318,"Ross, come sign this birthday card for dad. Rich is gonna be here any minute."
9319,"Oooh, Rich is goin' to the party too, huh?"
9320,"Well, he's my parents' best friend, he has to be there."
9321,"Oh, is today the day you're gonna tell them about you two?"
9322,"Yeah. It's my dad's birthday, I decided to give him a stroke."
9323,"No, I think you should tell them."
9324,"No, I don't even know how serious he is about me. Until I do, I'm not telling them anything."
9325,"I don't know, I don't think mom and dad would mind. Remember when you were 9 and Richard was 30, how dad used to say, 'God I hope they get together.'"
9326,"Alright, shall we?"
9327,"OK, wait, wait, wait, wait. You know what? Ross, let's - let's switch places. You get in the middle. No un-, ya know, unless this looks like we're trying to cover something up."
9328,"Monica, Monica, you could come in straddling him, they still wouldn't believe it.  We're here."
9329,Oh hi kids. Hi darling.
9330,Happy birthday dad.
9331,Oh thank you.
9332,Hi ma.
9334,"Well, you kids thank Dr. Burke for the ride?"
9335,"Uh, actually mom, I think Monica thanked him for the both of us."
9336,"Well, you kids take the train in?"
9337,"No, Richard Burke gave them a ride."
9338,"Oh. Speaking of whom, I hear he's got some 20-year-old twinkie in the city. "
9339,"Finger cramp. Oh God, sorry. Here, let me get that mom."
9340,"Sooo, Richard's shopping in the junior section."
9341,Are we still on that?
9342,We just know she's got the IQ of a napkin.
9343,"She's probably not even very pretty, just young enough so that everything is still pointing up. "
9344,Can you believe this place?
9345,"I know, this is a great apartment."
9346,"Ah, I was just in the bathroom, and there's mirrors on both sides of you. So when you're in there it's like you're peein' with the Rockettes."
9347,"Wow, there's my fantasy come true. No, seriously."
9349,"Hey! We were just sayin', great apartment man."
9350,Thanks. You want it?
9352,"Yeah, I'm movin' to a bigger place. You should definitely take this one."
9353,"Yeah, can you see me in a place like this?"
9354,Why not? You hate park views and high ceilings? C'mon I'll show you the kitchen.
9355,"Oh that's all right fellas, I saw a kitchen this morning - on TV. Stop talking. OK."
9356,"C'mon, tell us."
9357,"Yeah, is she really 20."
9358,I am not telling you guys anything.
9359,"C'mon Rich, it's my birthday, let me live vicariously."
9360,"Dad, you really don't want to do that."
9361,"Ahh, what's a little mid-life crisis between friends?"
9362,"Jack, would you let it go?"
9363,"Look, I know what you're going through. When I turned 50 I got the Porsche. You... you got your own little speedster."
9364,"Guys. Seriously, it is not like that."
9365,"Tell you what, maybe one of these weekends you can borrow the car and I cou. . ."
9366,"Dad, I beg you not to finish that sentence."
9367,What? I'm kidding. You know I'd never let him touch the Porsche.
9368,"OK Rach, which, which lily? This lily or that lily?"
9369,Well I. . .
9370,"I like this lily. It's more open, ya know, and that's like my mom. She had a more open, giving spirit. Ooh, Foghorn Leghorn, ooh."
9371,"Alright, blonde girl, you're in room two, not so blonde girl, you're with me."
9374,You're not going?
9376,What? Is it - is this 'cause of what Ross said?
9377,"No. Well, yeah, maybe."
9378,"I don't believe this. Is this how this relationship's gonna work? Ross equals boss. I mean, c'mon what is this, 1922?"
9379,What's 1922?
9380,"Just, you know, long time ago. Well, when men used to tell women what to do - a lot. And then there was suffrage, which is a good thing but is sounds horrible. Do you want to get this tattoo?"
9381,"Yes I do, it's just that Ross is. . ."
9382,"OK, hey, HEY. Is your boyfriend the boss of you?"
9384,"OK, who is the boss of you?!!"
9385,You?
9386,No. You are the boss of you. Now you march your heinie in there and get that heart tattooed on your hip. GO!!
9387,How ya doin'?
9388,I'm a twinkie.
9389,Really? I'm a hero.
9390,"Oh, this is so hard."
9391,"Yeah, I know. I hate it too. Look, maybe we should just tell them."
9392,Maybe we should just tell your parents first.
9393,My parents are dead.
9394,"God, you are so lucky. I mean, I mean. . . you know what I mean."
9395,"I know, I know. Just hang in there, OK. OK, I'll go out first, alright."
9397,"Judy, going to the bathroom, good for you."
9398,"Thank you Richard, I appreciate the support."
9399,"Honey. Honey, have you seen my Harmon Kilerbrew bat? Bob doesn't believe I have one."
9400,I have no idea. Did you know Richard has a twinkie in the city?
9401,I know. He's like a new man. It's like a scene from Cocoon.
9402,I just never would have pictured Richard with a bimbo.
9403,"Apparently, he told Johnny Shapiro that she's quite a girl. In fact, he told Johnny that he thinks he's falling in love with her."
9405,"I tell you, I've never seen him this happy."
9406,"So Jack, you ever think about trading me in for a younger model?"
9407,Of course not. With you it's like I've got two 25-year-olds.
9408,Oh Jack stop.
9409,"C'mon, it's my birthday."
9410,Can we drop this? I am not interested in the guy's apartment.
9411,"Oh please, I saw the way you were checking out his mouldings. You want it."
9412,"Why would I want another apartment, huh? I've already got an apartment that I love."
9413,Well it wouldn't k*ll you to say it once in a while.
9414,"Alright, you want the truth? I'm thinkin' about it."
9416,"I'm sorry. I'm 28 years old, I've never lived alone, and I'm finally at a place where I've got enough money that I don't need a roommate anymore."
9417,"Woah, woah, woah. I don't need a roommate either, OK? I can afford to live here by myself. Ya know, I may have to bring in somebody once a week to lick the silverware."
9418,"What're you gettin' so bent out of shape for, huh? It's not like we agreed to live together forever. We're not Bert and Ernie."
9419,"Look, you know what? If this is the way you feel, then maybe you should take it."
9420,Well that's how I feel.
9421,Well then maybe you should take it.
9422,Well then maybe I will.
9423,Fine with me.
9424,"Great. Then you'll be able to spend more quality time with your real friends, the spoons."
9425,Who's drink can I freshen?
9426,Almost time for cake.
9427,"Mon, Mon, are you OK?"
9428,You remember that video I found of mom and dad?
9430,"Well, I just caught the live show."
9431,Eww.
9432,Hey there.
9434,"Nothing, I just heard something nice about you."
9435,"Humm, really?"
9436,Richard. Richard. Your son isn't seeing anyone is he?
9437,"Uhh, not that I know of."
9438,"Well, I was thinking, why doesn't he give Monica a call?"
9439,That - that's an idea.
9440,"Well, actually, I'm already seeing someone."
9441,Oh?
9444,"She never tells us anything. Ross, did you know Monica's seeing someone?"
9445,"Mom, there are so many people in my life. Some of them are seeing people and some of them aren't. Is that crystal?"
9446,"So, who's the mystery man?"
9447,"Well, uh, he's a doctor."
9448,A real doctor?
9449,"No, a doctor of meat. Of course he's a real doctor. And he's handsome, and he's sweet, and know you'd like him. "
9450,Well that's wonderful. . . I
9451,"Mom, it's OK."
9452,It is Judy.
9453,Jack. Could you come in here for a moment? NOW!
9454,Found it.
9455,I'll take that dad. 
9456,It seems your daughter and Richard are something of an item.
9457,"That's impossible, he's got a twinkie in the city."
9458,"Dad, I'm the twinkie."
9459,You're the twinkie?
9460,She's not a twinkie.
9461,"Al-alright, l-look you guys, this is the best relationship I've been in. . ."
9462,"Oh please, a relationship."
9463,"Yes, a relationship. For your information I am crazy about this man."
9466,Am I supposed to stand here and listen to this on my birthday?
9467,"Dad, dad this is a good thing for me. Ya know, and you even said yourself, you've never seen Richard happier."
9468,When did I say that?
9469,Upstairs in the bathroom right before you felt up mom.
9470,"Oh that looks so good, oh I love it."
9471,"I know, so do I. Oh Phoebe, I'm so glad you made me do this. OK, lemme se yours."
9472,"Ahh. OK, let's see yours again."
9473,"Phoebe we just saw mine, let me see yours."
9474,"Oh OK.  Oh no, oh it's gone, that's so weird, I don't know how-where it went."
9475,You didn't get it?
9477,Why didn't you get it?
9478,"I'm sorry, I'm sorry."
9479,"Phoebe, how would you do this to me? This was all your idea."
9480,"I know, I know, and I was gonna get it but then he came in with this needle and uh, di-, did you know they do this with needles?"
9481,"Really? You don't say, because mine was licked on by kittens."
9484,"Hey listen, I'm sorry about what happened. . ."
9485,Yeah me too.
9486,I know. Yeah.
9487,Yeah. So do we need to hug here or. . .
9488,"No, we're alright."
9489,So I got ya something. 
9490,Plastic spoons. Great.
9491,Lick away my man.
9492,"These'll go great in my new place. You know, 'till I get real ones."
9494,"Well, I can't use these forever. I mean, let's face it, they're no friend to the environment."
9495,"No-no, I mean what, what's this about your new place?"
9496,I'm movin' out like we talked about.
9497,Well I didn't think that was serious.  Ya know I thought that was just a fight.
9498,"Well, it was a fight. . . based on serious stuff, remember. About how I never lived alone or anything. I just think it would be good for me, ya know, help me to grow or. . . whatever."
9500,"Hey, are you cool with this. I mean, I don't want to leave you high and dry."
